method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-SMC,576051.1182108626,30.28149262023048,9.062128536773425,20,4,True,0
ABC-SMC,576101.9108280254,30.193207294318327,9.062128536773425,20,4,True,0
ABC-SMC,576152.3809523811,30.105385401892285,9.062128536773425,20,4,True,0
ABC-SMC,578031.746031746,30.113399861350892,9.062128536773425,20,4,True,0
ABC-SMC,578075.9493670886,30.026485459713996,9.062128536773425,20,4,True,0
ABC-SMC,579949.3670886076,30.035312530360645,9.062128536773425,20,4,True,0
ABC-SMC,581822.7848101265,30.04448470435565,9.062128536773425,20,4,True,0
ABC-SMC,583696.2025316455,30.053939623168752,9.062128536773425,20,4,True,0
ABC-SMC,583722.3974763406,29.968224226112245,9.062128536773425,20,4,True,0
ABC-SMC,585589.905362776,29.97713446241072,9.062128536773425,20,4,True,0
ABC-SMC,587457.4132492114,29.985823766666257,9.062128536773425,20,4,True,0
ABC-SMC,589324.9211356468,29.99475419709359,9.062128536773425,20,4,True,0
ABC-SMC,591192.429022082,30.00351852423009,9.062128536773425,20,4,True,0
ABC-SMC,593059.9369085174,30.011486555875667,9.062128536773425,20,4,True,0
ABC-SMC,594927.4447949526,30.019600722315936,9.062128536773425,20,4,True,0
ABC-SMC,596794.952681388,30.027823906967694,9.062128536773425,20,4,True,0
ABC-SMC,596779.8742138365,29.9418365805404,9.062128536773425,20,4,True,0
ABC-SMC,598641.5094339623,29.950137070889745,9.062128536773425,20,4,True,0
ABC-SMC,600503.1446540881,29.960337524893898,9.062128536773425,20,4,True,0
ABC-SMC,598600.0,29.782727248966694,9.062128536773425,20,4,True,0
ABC-SMC,596720.49689441,29.607177817303203,9.062128536773425,20,4,True,0
ABC-SMC,596705.8823529412,29.525005263809817,9.062128536773425,20,4,True,0
ABC-SMC,598538.6996904025,29.533961203076153,9.062128536773425,20,4,True,0
ABC-SMC,600371.5170278638,29.542560400239456,9.062128536773425,20,4,True,0
ABC-SMC,602204.334365325,29.551985942911436,9.062128536773425,20,4,True,0
ABC-SMC,604037.1517027863,29.561461199178787,9.062128536773425,20,4,True,0
ABC-SMC,604000.0,29.47912753364186,9.062128536773425,20,4,True,0
ABC-SMC,602110.4294478527,29.30734376965856,9.062128536773425,20,4,True,0
ABC-SMC,602079.5107033639,29.226106168297818,9.062128536773425,20,4,True,0
ABC-SMC,603889.9082568807,29.235897297523803,9.062128536773425,20,4,True,0
ABC-SMC,603853.6585365853,29.157151608932306,9.062128536773425,20,4,True,0
ABC-SMC,601987.8787878787,28.989252177151762,9.062128536773425,20,4,True,0
ABC-SMC,603781.8181818181,29.0000709620389,9.062128536773425,20,4,True,0
ABC-SMC,603746.2235649547,28.92162511716076,9.062128536773425,20,4,True,0
ABC-SMC,605534.7432024169,28.929650351360127,9.062128536773425,20,4,True,0
ABC-SMC,607323.2628398791,28.93736805440436,9.062128536773425,20,4,True,0
ABC-SMC,605453.4534534535,28.771279380844163,9.062128536773425,20,4,True,0
ABC-SMC,605413.1736526946,28.692845884197485,9.062128536773425,20,4,True,0
ABC-SMC,607185.6287425149,28.70059166839736,9.062128536773425,20,4,True,0
ABC-SMC,605333.3333333333,28.537352596010475,9.062128536773425,20,4,True,0
ABC-SMC,607095.238095238,28.544950804540086,9.062128536773425,20,4,True,0
ABC-SMC,608857.1428571427,28.5524994844482,9.062128536773425,20,4,True,0
ABC-SMC,610619.0476190476,28.559984905379153,9.062128536773425,20,4,True,0
